fill	x	y	key	tooltip	showSelectedlegendfill	showSelected1	PANEL
#FEE0D2	22	1	2012-04-22 1	  1 people slightly injured at 3735 WELLINGTON / REGINA 2012-04-22 21:24	people slightly injured	avril 2012	1
#FEE0D2	22	2	2012-04-22 2	  1 people slightly injured at  GARNIER / RACHEL 2012-04-22 1:51	people slightly injured	avril 2012	1
#FEE0D2	23	1	2012-04-23 1	  1 people slightly injured at 6651 ST LAURENT / ST ZOTIQUE 2012-04-23 15:38	people slightly injured	avril 2012	1
#FEE0D2	23	2	2012-04-23 2	  1 people slightly injured at  DE TECK / ST EMILE 2012-04-23 20:25	people slightly injured	avril 2012	1
#FEE0D2	23	3	2012-04-23 3	  1 people slightly injured at  GOUIN / DOLLAR 2012-04-23 19:15	people slightly injured	avril 2012	1
#FEE0D2	25	1	2012-04-25 1	  1 people slightly injured at  SHERBROOKE / GROVEPARK 2012-04-25 7:40	people slightly injured	avril 2012	1
#FEE0D2	25	2	2012-04-25 2	  1 people slightly injured at  JOLICOEUR / MAZARIN 2012-04-25 9:45	people slightly injured	avril 2012	1
#FEE0D2	25	3	2012-04-25 3	  1 people slightly injured at  CH DE LA COTE STE CATHERINE / MC EACHRAN 2012-04-25 11:15	people slightly injured	avril 2012	1
#FEE0D2	25	4	2012-04-25 4	  1 people slightly injured at  CH QUATRE BOURGEOIS / HENRY IV 2012-04-25 9:25	people slightly injured	avril 2012	1
#FEE0D2	25	5	2012-04-25 5	  1 people slightly injured at 3135 CH ST LOUIS / DES HOTELS 2012-04-25 8:15	people slightly injured	avril 2012	1
#FEE0D2	25	6	2012-04-25 6	  1 people slightly injured at  DES CASCADES / D ORLEANS 2012-04-25 18:27	people slightly injured	avril 2012	1
#FEE0D2	26	1	2012-04-26 1	  1 people slightly injured at  DES SOURCES / CARTIER 2012-04-26 0:30	people slightly injured	avril 2012	1
#FEE0D2	26	2	2012-04-26 2	  1 people slightly injured at  ST URBAIN / EVANS 2012-04-26 17:34	people slightly injured	avril 2012	1
#FEE0D2	26	3	2012-04-26 3	  1 people slightly injured at  ST LAURENT / MOZART 2012-04-26 12:59	people slightly injured	avril 2012	1
#FEE0D2	26	4	2012-04-26 4	  1 people slightly injured at  ST DENIS / CARMEL 2012-04-26 21:51	people slightly injured	avril 2012	1
#FEE0D2	26	5	2012-04-26 5	  1 people slightly injured at  MESSIER / RACHEL 2012-04-26 18:25	people slightly injured	avril 2012	1
#FB6A4A	26	6	2012-04-26 6	 1 person severely injured, 0 people slightly injured at  DE L AEROPORT / CH SAVANE 2012-04-26 21:35	people severely injured	avril 2012	1
#FEE0D2	27	1	2012-04-27 1	  1 people slightly injured at   /  2012-04-27 15:50	people slightly injured	avril 2012	1
#FEE0D2	27	2	2012-04-27 2	  1 people slightly injured at 40 EVANGELINE / STAT 2012-04-27 10:00	people slightly injured	avril 2012	1
#FEE0D2	28	1	2012-04-28 1	  2 people slightly injured at 1444 ST URBAIN / STE CATHERINE 2012-04-28 15:30	people slightly injured	avril 2012	1
#FEE0D2	28	2	2012-04-28 2	  1 people slightly injured at  FAIRWAY / MARKHAM 2012-04-28 17:30	people slightly injured	avril 2012	1
#FEE0D2	28	3	2012-04-28 3	  1 people slightly injured at 540 CH ST CHARLES /  2012-04-28 12:20	people slightly injured	avril 2012	1
#FB6A4A	28	4	2012-04-28 4	 1 person severely injured, 0 people slightly injured at  CH DU GD PRE / DE LA CHEVRERIE 2012-04-28 11:00	people severely injured	avril 2012	1
#FEE0D2	29	1	2012-04-29 1	  1 people slightly injured at 760 LOUIS BASIL PIGEON /  2012-04-29 13:30	people slightly injured	avril 2012	1
#FEE0D2	29	2	2012-04-29 2	  1 people slightly injured at  SHERBROOKE / MONTCALM 2012-04-29 14:15	people slightly injured	avril 2012	1
#FEE0D2	29	3	2012-04-29 3	  1 people slightly injured at  PIE IX / ONTARIO 2012-04-29 17:20	people slightly injured	avril 2012	1
#FEE0D2	30	1	2012-04-30 1	  1 people slightly injured at 6260 HENRI JULIEN /  2012-04-30 14:45	people slightly injured	avril 2012	1
#FEE0D2	30	2	2012-04-30 2	  1 people slightly injured at  MESSIER / RACHEL E 2012-04-30 16:20	people slightly injured	avril 2012	1
#FEE0D2	30	3	2012-04-30 3	  1 people slightly injured at   / 3E AV ET 3E RUE 2012-04-30 17:28	people slightly injured	avril 2012	1
#FEE0D2	30	4	2012-04-30 4	  1 people slightly injured at  PRINCIPALE / 9E AV O 2012-04-30 16:10	people slightly injured	avril 2012	1
#FEE0D2	30	5	2012-04-30 5	  1 people slightly injured at 90 ST GEORGES / ST MAURICE 2012-04-30 15:32	people slightly injured	avril 2012	1
#FB6A4A	30	6	2012-04-30 6	 1 person severely injured, 0 people slightly injured at  L ACADIE / JEAN TALON 2012-04-30 20:37	people severely injured	avril 2012	1
#FEE0D2	1	1	2012-05-01 1	  1 people slightly injured at  ONTARIO / VISITATION 2012-05-01 5:15	people slightly injured	mai 2012	1
#FEE0D2	1	2	2012-05-01 2	  1 people slightly injured at  107E RUE / 108E AV 2012-05-01 7:50	people slightly injured	mai 2012	1
#FEE0D2	1	3	2012-05-01 3	  1 people slightly injured at  DE L UNIVERSITE / AV LARIVIERE 2012-05-01 12:20	people slightly injured	mai 2012	1
#FEE0D2	2	1	2012-05-02 1	  1 people slightly injured at  FULLUM / ST JOSEPH 2012-05-02 17:30	people slightly injured	mai 2012	1
#FEE0D2	2	2	2012-05-02 2	  1 people slightly injured at   / BOURGEAU N 2012-05-02 7:40	people slightly injured	mai 2012	1
#FEE0D2	2	3	2012-05-02 3	  1 people slightly injured at  BROAD / DE LA CORSE 2012-05-02 17:37	people slightly injured	mai 2012	1
#FEE0D2	2	4	2012-05-02 4	  1 people slightly injured at  KIMBER / SYDNEY 2012-05-02 15:43	people slightly injured	mai 2012	1
#FEE0D2	2	5	2012-05-02 5	  1 people slightly injured at  RTE EGLISE / GENERAL TREMBLAY 2012-05-02 16:29	people slightly injured	mai 2012	1
#FEE0D2	2	6	2012-05-02 6	  1 people slightly injured at 1380 DU CANOT /  2012-05-02 12:10	people slightly injured	mai 2012	1
#FEE0D2	2	7	2012-05-02 7	  1 people slightly injured at  RG TERREBONNE /  2012-05-02 16:05	people slightly injured	mai 2012	1
#FEE0D2	3	1	2012-05-03 1	  1 people slightly injured at  SHERBROOKE O / WALKLEY 2012-05-03 15:10	people slightly injured	mai 2012	1
#FEE0D2	3	2	2012-05-03 2	  1 people slightly injured at  MAISONNEUVE / METCALF 2012-05-03 8:40	people slightly injured	mai 2012	1
#FEE0D2	3	3	2012-05-03 3	  1 people slightly injured at  COTE STE CATHERINE / MCEACHRAN 2012-05-03 13:50	people slightly injured	mai 2012	1
#FEE0D2	3	4	2012-05-03 4	  1 people slightly injured at  VAN HORNE / QUERBES 2012-05-03 22:30	people slightly injured	mai 2012	1
#FEE0D2	3	5	2012-05-03 5	  1 people slightly injured at  EDOUARD MONTPETIT / LEGARE 2012-05-03 17:30	people slightly injured	mai 2012	1
#FEE0D2	3	6	2012-05-03 6	  1 people slightly injured at 4763 STE ROSE /  2012-05-03 15:04	people slightly injured	mai 2012	1
#FEE0D2	3	7	2012-05-03 7	  2 people slightly injured at 9490 N-D O /  2012-05-03 17:32	people slightly injured	mai 2012	1
#FEE0D2	3	8	2012-05-03 8	  1 people slightly injured at 2000 BD LEBOURGNEUF /  2012-05-03 17:30	people slightly injured	mai 2012	1
#FEE0D2	3	9	2012-05-03 9	  1 people slightly injured at 190 DU ROI /  2012-05-03 11:55	people slightly injured	mai 2012	1
#FEE0D2	4	1	2012-05-04 1	  1 people slightly injured at  ST LOUIS / ST EUSTACHE 2012-05-04 14:20	people slightly injured	mai 2012	1
#FEE0D2	4	2	2012-05-04 2	  1 people slightly injured at  20E AV / PISTE CYCLABLE 2012-05-04 13:30	people slightly injured	mai 2012	1
#FEE0D2	5	1	2012-05-05 1	  1 people slightly injured at  PRIEUR / CUROTTE 2012-05-05 20:30	people slightly injured	mai 2012	1
#FEE0D2	5	2	2012-05-05 2	  1 people slightly injured at  PIE IX / CREMAZIE 2012-05-05 15:40	people slightly injured	mai 2012	1
#FEE0D2	6	1	2012-05-06 1	  1 people slightly injured at  ROCKLAND CH / DRESDEN 2012-05-06 19:34	people slightly injured	mai 2012	1
#FEE0D2	6	2	2012-05-06 2	  1 people slightly injured at  MAPLE / DES GARDENIAS 2012-05-06 16:40	people slightly injured	mai 2012	1
#FEE0D2	6	3	2012-05-06 3	  1 people slightly injured at 1560 DU PHARE /  2012-05-06 15:57	people slightly injured	mai 2012	1
#FEE0D2	7	1	2012-05-07 1	  1 people slightly injured at 3200 COTE STE CATHERINE / DECELLES 2012-05-07 16:18	people slightly injured	mai 2012	1
#FEE0D2	7	2	2012-05-07 2	  1 people slightly injured at  JARRY / BERRI 2012-05-07 21:35	people slightly injured	mai 2012	1
#FEE0D2	7	3	2012-05-07 3	  1 people slightly injured at 405 YORK / STAT 2012-05-07 18:03	people slightly injured	mai 2012	1
#FEE0D2	7	4	2012-05-07 4	  1 people slightly injured at  BD GREBER / DE PTE GATINEAU 2012-05-07 17:54	people slightly injured	mai 2012	1
#FEE0D2	7	5	2012-05-07 5	  1 people slightly injured at  LOGAN / N-D 2012-05-07 10:35	people slightly injured	mai 2012	1
#FEE0D2	7	6	2012-05-07 6	  1 people slightly injured at 1161 CRISTAL /  2012-05-07 18:30	people slightly injured	mai 2012	1
#FEE0D2	7	7	2012-05-07 7	  1 people slightly injured at  BD ST JOSEPH / ST PHILIPPE 2012-05-07 8:10	people slightly injured	mai 2012	1
#FEE0D2	7	8	2012-05-07 8	  1 people slightly injured at  4E AV / 9E RUE 2012-05-07 11:35	people slightly injured	mai 2012	1
#FEE0D2	8	1	2012-05-08 1	  1 people slightly injured at  DE MAISONNEUVE O / WOOD 2012-05-08 8:55	people slightly injured	mai 2012	1
#FEE0D2	8	2	2012-05-08 2	  1 people slightly injured at  MAISONNEUVE / CLAREMONT 2012-05-08 16:59	people slightly injured	mai 2012	1
#FEE0D2	8	3	2012-05-08 3	  1 people slightly injured at   / FRONT ET LASALLE 2012-05-08 7:30	people slightly injured	mai 2012	1
#FEE0D2	8	4	2012-05-08 4	  1 people slightly injured at  BELANGER / ST GEORGES 2012-05-08 20:13	people slightly injured	mai 2012	1
#FEE0D2	8	5	2012-05-08 5	  1 people slightly injured at  DUCHESNEAU / DU PASSAGE 2012-05-08 10:25	people slightly injured	mai 2012	1
#FEE0D2	8	6	2012-05-08 6	  1 people slightly injured at 505 PRICE O /  2012-05-08 18:25	people slightly injured	mai 2012	1
#FB6A4A	8	7	2012-05-08 7	 1 person severely injured, 0 people slightly injured at 185 AV PLANTE / RUELLE A L ARR 2012-05-08 13:50	people severely injured	mai 2012	1
#FEE0D2	9	1	2012-05-09 1	  1 people slightly injured at  111E RUE / 107E AV 2012-05-09 21:30	people slightly injured	mai 2012	1
#FEE0D2	10	1	2012-05-10 1	  1 people slightly injured at  N-D / L AQUEDUC 2012-05-10 9:07	people slightly injured	mai 2012	1
#FEE0D2	10	2	2012-05-10 2	  1 people slightly injured at 191 QUERBES /  2012-05-10 13:00	people slightly injured	mai 2012	1
#FEE0D2	10	3	2012-05-10 3	  1 people slightly injured at  COTE STE CATHERINE / HUDSON 2012-05-10 10:08	people slightly injured	mai 2012	1
#FEE0D2	10	4	2012-05-10 4	  1 people slightly injured at  JEAN TALON / DE GASPE 2012-05-10 8:45	people slightly injured	mai 2012	1
#FEE0D2	10	5	2012-05-10 5	  1 people slightly injured at   /  2012-05-10 9:10	people slightly injured	mai 2012	1
#FEE0D2	10	6	2012-05-10 6	  1 people slightly injured at 1310 MT ROYAL /  2012-05-10 21:45	people slightly injured	mai 2012	1
#FEE0D2	10	7	2012-05-10 7	  1 people slightly injured at  MTEE MONETTE / BD IVAN PAVLOV 2012-05-10 8:00	people slightly injured	mai 2012	1
#FEE0D2	10	8	2012-05-10 8	  1 people slightly injured at  1RE RUE ET A COTE DU 501 RUELLE /  2012-05-10 16:15	people slightly injured	mai 2012	1
#FEE0D2	11	1	2012-05-11 1	  1 people slightly injured at  GIROUARD / SHERBROOKE 2012-05-11 17:22	people slightly injured	mai 2012	1
#FEE0D2	11	2	2012-05-11 2	  1 people slightly injured at  DE L EGLISE / EVANGELINE 2012-05-11 17:30	people slightly injured	mai 2012	1
#FEE0D2	11	3	2012-05-11 3	  1 people slightly injured at  LAURIER / HUTCHISON 2012-05-11 7:19	people slightly injured	mai 2012	1
#FEE0D2	11	4	2012-05-11 4	  1 people slightly injured at  PAPINEAU / ST GREGOIRE 2012-05-11 18:15	people slightly injured	mai 2012	1
#FEE0D2	11	5	2012-05-11 5	  1 people slightly injured at  AV DES PINS O / STE FAMILLE 2012-05-11 6:20	people slightly injured	mai 2012	1
#FEE0D2	11	6	2012-05-11 6	  1 people slightly injured at  ST ZOTIQUE / JEANNE JUGAN 2012-05-11 15:34	people slightly injured	mai 2012	1
#FEE0D2	11	7	2012-05-11 7	  1 people slightly injured at 4535 CH MARTIN /  2012-05-11 21:00	people slightly injured	mai 2012	1
#FEE0D2	11	8	2012-05-11 8	  1 people slightly injured at  VICTORIA / ARAGO O 2012-05-11 7:18	people slightly injured	mai 2012	1
#FEE0D2	12	1	2012-05-12 1	  1 people slightly injured at   / LANGELIER ET JARRY 2012-05-12 11:15	people slightly injured	mai 2012	1
#FEE0D2	12	2	2012-05-12 2	  1 people slightly injured at  DES PRAIRIES / DESIRE 2012-05-12 10:32	people slightly injured	mai 2012	1
#FEE0D2	12	3	2012-05-12 3	  1 people slightly injured at  BD BECANCOUR / HARFANG DES NEIGES 2012-05-12 15:30	people slightly injured	mai 2012	1
#FEE0D2	13	1	2012-05-13 1	  1 people slightly injured at  BAYONNE / AV BELLEVOIS 2012-05-13 16:04	people slightly injured	mai 2012	1
#FEE0D2	13	2	2012-05-13 2	  1 people slightly injured at 1350 PRINCIPALE /  2012-05-13 12:00	people slightly injured	mai 2012	1
#FEE0D2	14	1	2012-05-14 1	  1 people slightly injured at  ST VIATEUR / ESPLANADE 2012-05-14 16:10	people slightly injured	mai 2012	1
#FEE0D2	14	2	2012-05-14 2	  1 people slightly injured at  ST VIATEUR / ESPLANADE 2012-05-14 16:10	people slightly injured	mai 2012	1
#FEE0D2	14	3	2012-05-14 3	  1 people slightly injured at  JEAN TALON / GALERIE D ANJOU 2012-05-14 8:37	people slightly injured	mai 2012	1
#FEE0D2	14	4	2012-05-14 4	  1 people slightly injured at 4655 BD LAURENTIDES / BELGRADE 2012-05-14 7:30	people slightly injured	mai 2012	1
#FEE0D2	14	5	2012-05-14 5	  1 people slightly injured at 894 ST JOSEPH / TIM HORTON 2012-05-14 12:20	people slightly injured	mai 2012	1
#FEE0D2	14	6	2012-05-14 6	  1 people slightly injured at  CURE POIRIER O / LASALLE 2012-05-14 12:05	people slightly injured	mai 2012	1
#FEE0D2	14	7	2012-05-14 7	  1 people slightly injured at   / CARTIER ET FRONT 2012-05-14 16:10	people slightly injured	mai 2012	1
#FEE0D2	14	8	2012-05-14 8	  1 people slightly injured at 126 BD MARIE VICTORIN / PL MERCURE 2012-05-14 15:25	people slightly injured	mai 2012	1
#FEE0D2	14	9	2012-05-14 9	  1 people slightly injured at  CRAIK / BD ST FRANCIS 2012-05-14 12:35	people slightly injured	mai 2012	1
#FEE0D2	14	10	2012-05-14 10	  1 people slightly injured at 116 N-D /  2012-05-14 14:45	people slightly injured	mai 2012	1
#FEE0D2	15	1	2012-05-15 1	  2 people slightly injured at 552 CHARRON / WELLINGTON 2012-05-15 18:48	people slightly injured	mai 2012	1
#FEE0D2	15	2	2012-05-15 2	  1 people slightly injured at 1 N-D E / ST LAURENT 2012-05-15 12:40	people slightly injured	mai 2012	1
#FEE0D2	15	3	2012-05-15 3	  1 people slightly injured at 5022 ROBERT / PRES DE PRE LAURIN 2012-05-15 16:30	people slightly injured	mai 2012	1
#FEE0D2	15	4	2012-05-15 4	  1 people slightly injured at  LOIS / MONSEIGNEUR BEAUDOIN 2012-05-15 15:01	people slightly injured	mai 2012	1
#FEE0D2	15	5	2012-05-15 5	  1 people slightly injured at  ST JACQUES / ST JOSEPH 2012-05-15 21:30	people slightly injured	mai 2012	1
#FEE0D2	15	6	2012-05-15 6	  1 people slightly injured at  CH STE FOY / EYMARD 2012-05-15 17:00	people slightly injured	mai 2012	1
#FEE0D2	15	7	2012-05-15 7	  1 people slightly injured at  N-D / COCKBURN 2012-05-15 16:55	people slightly injured	mai 2012	1
#FEE0D2	16	1	2012-05-16 1	  1 people slightly injured at  LAKE / FENWOOD 2012-05-16 18:57	people slightly injured	mai 2012	1
#FEE0D2	16	2	2012-05-16 2	  1 people slightly injured at  SHERBROOKE / SANGUINET 2012-05-16 16:00	people slightly injured	mai 2012	1
#FEE0D2	16	3	2012-05-16 3	  1 people slightly injured at 1018 PRAIRIE O / COMMERCIALE 2012-05-16 13:58	people slightly injured	mai 2012	1
#FEE0D2	16	4	2012-05-16 4	  1 people slightly injured at  IBERVILLE / AQUEDUC 2012-05-16 15:21	people slightly injured	mai 2012	1
#FEE0D2	17	1	2012-05-17 1	  1 people slightly injured at   /  2012-05-17 18:30	people slightly injured	mai 2012	1
#FEE0D2	17	2	2012-05-17 2	  1 people slightly injured at  PAPINEAU / ST JOSEPH 2012-05-17 7:42	people slightly injured	mai 2012	1
#FEE0D2	17	3	2012-05-17 3	  1 people slightly injured at  ST URBAIN / CLERMONT 2012-05-17 8:05	people slightly injured	mai 2012	1
#FEE0D2	17	4	2012-05-17 4	  1 people slightly injured at 480 BD DES LAURENTIDES / CONCORDE 2012-05-17 9:45	people slightly injured	mai 2012	1
#FEE0D2	17	5	2012-05-17 5	  1 people slightly injured at  BD ST LAURENT ET CENTRALE / PRES ST LAURENT ET CENTRALE 2012-05-17 6:20	people slightly injured	mai 2012	1
#FEE0D2	17	6	2012-05-17 6	  1 people slightly injured at  BD ST LAURENT / BOURGEOYS 2012-05-17 18:53	people slightly injured	mai 2012	1
#FEE0D2	17	7	2012-05-17 7	  1 people slightly injured at  MTEE MASSON / GDE AL 2012-05-17 14:50	people slightly injured	mai 2012	1
#FEE0D2	17	8	2012-05-17 8	  1 people slightly injured at  ST LAURENT / 25E AV 2012-05-17 17:44	people slightly injured	mai 2012	1
#FEE0D2	17	9	2012-05-17 9	  1 people slightly injured at 1730 N-D / CLINIQUE VETERINAIRE 2012-05-17 17:30	people slightly injured	mai 2012	1
#FEE0D2	17	10	2012-05-17 10	  1 people slightly injured at  VOIE DE SERV / A 13 N 2012-05-17 10:37	people slightly injured	mai 2012	1
#FEE0D2	17	11	2012-05-17 11	  1 people slightly injured at  PRINCIPALE / LEGARE 2012-05-17 11:40	people slightly injured	mai 2012	1
#FEE0D2	17	12	2012-05-17 12	  1 people slightly injured at  PRINCIPALE / DES LOISIRS 2012-05-17 19:05	people slightly injured	mai 2012	1
#A50F15	17	13	2012-05-17 13	1 death,  0 people slightly injured at  BD MELLON / FACE AU 2215 BD MELLON POLY ARVIDA 2012-05-17 12:50	deaths	mai 2012	1
#FEE0D2	18	1	2012-05-18 1	  1 people slightly injured at  ONTARIO / FULLUM 2012-05-18 13:31	people slightly injured	mai 2012	1
#FEE0D2	18	2	2012-05-18 2	  1 people slightly injured at 1825 FLEURY /  2012-05-18 8:17	people slightly injured	mai 2012	1
#FEE0D2	18	3	2012-05-18 3	  1 people slightly injured at  BELANGER / DROLET 2012-05-18 3:00	people slightly injured	mai 2012	1
#FEE0D2	18	4	2012-05-18 4	  1 people slightly injured at  CHAMBORD / RACHEL 2012-05-18 8:05	people slightly injured	mai 2012	1
#FEE0D2	18	5	2012-05-18 5	  1 people slightly injured at  DE BORDEAUX ET / RACHEL 2012-05-18 13:30	people slightly injured	mai 2012	1
#FEE0D2	18	6	2012-05-18 6	  1 people slightly injured at 205 BD BEACONSFIELD F /  2012-05-18 12:10	people slightly injured	mai 2012	1
#FEE0D2	18	7	2012-05-18 7	  1 people slightly injured at 1600 CORBUSIER /  2012-05-18 12:03	people slightly injured	mai 2012	1
#FEE0D2	18	8	2012-05-18 8	  1 people slightly injured at 3640 ROSEMONT / LONG SAULT 2012-05-18 15:36	people slightly injured	mai 2012	1
#FEE0D2	18	9	2012-05-18 9	  1 people slightly injured at  BD PAYER / RICHARD 2012-05-18 17:21	people slightly injured	mai 2012	1
#FEE0D2	18	10	2012-05-18 10	  1 people slightly injured at 355 SIR WILFRID LAURIER / STIE STAT BMR 2012-05-18 8:41	people slightly injured	mai 2012	1
#FEE0D2	18	11	2012-05-18 11	  1 people slightly injured at  BD FRECHETTE / BD BRASSARD 2012-05-18 15:00	people slightly injured	mai 2012	1
#FEE0D2	18	12	2012-05-18 12	  1 people slightly injured at 2183 RG DE LA SAVANE /  2012-05-18 15:58	people slightly injured	mai 2012	1
#FEE0D2	18	13	2012-05-18 13	  1 people slightly injured at  J B ROLLAND / 20E AV 2012-05-18 16:21	people slightly injured	mai 2012	1
#FEE0D2	18	14	2012-05-18 14	  1 people slightly injured at  BD PIE XII / PICARD 2012-05-18 16:09	people slightly injured	mai 2012	1
#FEE0D2	18	15	2012-05-18 15	  1 people slightly injured at  DUCHESNEAU / QUATRE BOURGEOIS 2012-05-18 7:47	people slightly injured	mai 2012	1
#FEE0D2	18	16	2012-05-18 16	  1 people slightly injured at  CLEMENCEAU / JOSEPH CASAVANT 2012-05-18 9:45	people slightly injured	mai 2012	1
#FB6A4A	18	17	2012-05-18 17	 1 person severely injured, 0 people slightly injured at  4E RUE / 1RE AV 2012-05-18 21:24	people severely injured	mai 2012	1
#FEE0D2	19	1	2012-05-19 1	  1 people slightly injured at 14291 CAVENDISH / DES OUTARDES 2012-05-19 12:25	people slightly injured	mai 2012	1
#FEE0D2	19	2	2012-05-19 2	  1 people slightly injured at  ONTARIO / BERRI 2012-05-19 22:25	people slightly injured	mai 2012	1
#FEE0D2	19	3	2012-05-19 3	  1 people slightly injured at  PIE IX / PIERRE DE COUBERTIN 2012-05-19 19:00	people slightly injured	mai 2012	1
